Revised Product Name,Product category,Sub category,MRP,VAT,Maalgaadi Cost price,Maalgaadi Price,Customer Discount,Customer Discount %,Description
PARK AVENUE DEO COOL BLUE 150ML,Personal Care,Deodorant/talc,180,12.5,156.52,175,5,3%,"Buy PARK AVENUE DEO COOL BLUE 150ML, Groceries, Baby Products & Other Household items online from Maalgaadi.in, Mumbai's Online grocery store"
PARK AVENUE DEO GAME 150ML,Personal Care,Deodorant/talc,177,12.5,153.91,172,5,3%,"Buy PARK AVENUE DEO GAME 150ML, Groceries, Baby Products & Other Household items online from Maalgaadi.in, Mumbai's Online grocery store"
PARK AVENUE DEO GOOD MORNING 150M,Personal Care,Deodorant/talc,180,12.5,156.52,175,5,3%,"Buy PARK AVENUE DEO GOOD MORNING 150M, Groceries, Baby Products & Other Household items online from Maalgaadi.in, Mumbai's Online grocery store"
PARK AVENUE DEO IQ 150ML,Personal Care,Deodorant/talc,180,12.5,156.52,175,5,3%,"Buy PARK AVENUE DEO IQ 150ML, Groceries, Baby Products & Other Household items online from Maalgaadi.in, Mumbai's Online grocery store"
PARK AVENUE DEO STORM 150ML,Personal Care,Deodorant/talc,180,12.5,156.52,175,5,3%,"Buy PARK AVENUE DEO STORM 150ML, Groceries, Baby Products & Other Household items online from Maalgaadi.in, Mumbai's Online grocery store"
PARK AVENUE DEO VOYAGE 150ML,Personal Care,Deodorant/talc,216,12.5,187.83,210,6,3%,"Buy PARK AVENUE DEO VOYAGE 150ML, Groceries, Baby Products & Other Household items online from Maalgaadi.in, Mumbai's Online grocery store"
PLAYBOY DEO HOLLYWOOD 150ML,Personal Care,Deodorant/talc,199,12.5,173.05,194,5,3%,"Buy PLAYBOY DEO HOLLYWOOD 150ML, Groceries, Baby Products & Other Household items online from Maalgaadi.in, Mumbai's Online grocery store"
PLAYBOY DEO IBIZA 150ML,Personal Care,Deodorant/talc,199,12.5,173.05,194,5,3%,"Buy PLAYBOY DEO IBIZA 150ML, Groceries, Baby Products & Other Household items online from Maalgaadi.in, Mumbai's Online grocery store"
PLAYBOY DEO LOVELY WOMEN 150ML,Personal Care,Deodorant/talc,199,12.5,173.05,194,5,3%,"Buy PLAYBOY DEO LOVELY WOMEN 150ML, Groceries, Baby Products & Other Household items online from Maalgaadi.in, Mumbai's Online grocery store"
PLAYBOY DEO MALIBU 150ML,Personal Care,Deodorant/talc,199,12.5,173.05,194,5,3%,"Buy PLAYBOY DEO MALIBU 150ML, Groceries, Baby Products & Other Household items online from Maalgaadi.in, Mumbai's Online grocery store"
PLAYBOY DEO MIAMI 150ML,Personal Care,Deodorant/talc,199,12.5,173.05,194,5,3%,"Buy PLAYBOY DEO MIAMI 150ML, Groceries, Baby Products & Other Household items online from Maalgaadi.in, Mumbai's Online grocery store"
PLAYBOY DEO NEW YORK 150ML,Personal Care,Deodorant/talc,199,12.5,173.05,194,5,3%,"Buy PLAYBOY DEO NEW YORK 150ML, Groceries, Baby Products & Other Household items online from Maalgaadi.in, Mumbai's Online grocery store"
PLAYBOY DEO SEXY WOMEN 150ML,Personal Care,Deodorant/talc,199,12.5,173.05,194,5,3%,"Buy PLAYBOY DEO SEXY WOMEN 150ML, Groceries, Baby Products & Other Household items online from Maalgaadi.in, Mumbai's Online grocery store"
PLAYBOY DEO VEGAS 150ML,Personal Care,Deodorant/talc,199,12.5,173.05,194,5,3%,"Buy PLAYBOY DEO VEGAS 150ML, Groceries, Baby Products & Other Household items online from Maalgaadi.in, Mumbai's Online grocery store"
PONDS DREAM FLOWER TALC 100G,Personal Care,Deodorant/talc,49,12.5,42.76,48,1,2%,"Buy PONDS DREAM FLOWER TALC 100G, Groceries, Baby Products & Other Household items online from Maalgaadi.in, Mumbai's Online grocery store"
PONDS DREAM FLOWER TALC 100G PACK OF 100BS,Personal Care,Deodorant/talc,4900,12.5,4375,4882,18,0%,"Buy PONDS DREAM FLOWER TALC 100G PACK OF 100BS, Groceries, Baby Products & Other Household items online from Maalgaadi.in, Mumbai's Online grocery store"
PONDS DREAM FLOWER TALC 200G,Personal Care,Deodorant/talc,90,12.5,81.82,88,2,2%,"Buy PONDS DREAM FLOWER TALC 200G, Groceries, Baby Products & Other Household items online from Maalgaadi.in, Mumbai's Online grocery store"
PONDS DREAM FLOWER TALC 20G PACK OF 12,Personal Care,Deodorant/talc,84,12.5,76.37,82,2,2%,"Buy PONDS DREAM FLOWER TALC 20G PACK OF 12, Groceries, Baby Products & Other Household items online from Maalgaadi.in, Mumbai's Online grocery store"
PONDS DREAM FLOWER TALC 400G,Personal Care,Deodorant/talc,125,12.5,109.09,122,3,2%,"Buy PONDS DREAM FLOWER TALC 400G, Groceries, Baby Products & Other Household items online from Maalgaadi.in, Mumbai's Online grocery store"
PONDS DREAM FLOWER TALC 50G,Personal Care,Deodorant/talc,28,12.5,25.46,27.5,0.5,2%,"Buy PONDS DREAM FLOWER TALC 50G, Groceries, Baby Products & Other Household items online from Maalgaadi.in, Mumbai's Online grocery store"
PONDS MAGIC TALC (20Gx12) JAR,Personal Care,Deodorant/talc,84,12.5,76.37,82,2,2%,"Buy PONDS MAGIC TALC (20Gx12) JAR, Groceries, Baby Products & Other Household items online from Maalgaadi.in, Mumbai's Online grocery store"
PONDS MAGIC TALC 100G,Personal Care,Deodorant/talc,55,12.5,48,53,2,4%,"Buy PONDS MAGIC TALC 100G, Groceries, Baby Products & Other Household items online from Maalgaadi.in, Mumbai's Online grocery store"
PONDS MAGIC TALC 400G,Personal Care,Deodorant/talc,130,12.5,113.46,126,4,3%,"Buy PONDS MAGIC TALC 400G, Groceries, Baby Products & Other Household items online from Maalgaadi.in, Mumbai's Online grocery store"
PONDS MAGIC TALC 50G,Personal Care,Deodorant/talc,30,12.5,27.27,29.5,0.5,2%,"Buy PONDS MAGIC TALC 50G, Groceries, Baby Products & Other Household items online from Maalgaadi.in, Mumbai's Online grocery store"
PONDS OIL CONTROL TALC 100G,Personal Care,Deodorant/talc,55,12.5,50,54,1,2%,"Buy PONDS OIL CONTROL TALC 100G, Groceries, Baby Products & Other Household items online from Maalgaadi.in, Mumbai's Online grocery store"
PONDS OIL CONTROL TALC 350G,Personal Care,Deodorant/talc,130,12.5,118.18,127,3,2%,"Buy PONDS OIL CONTROL TALC 350G, Groceries, Baby Products & Other Household items online from Maalgaadi.in, Mumbai's Online grocery store"
PONDS SANDAL TALC 100G,Personal Care,Deodorant/talc,55,12.5,50,54,1,2%,"Buy PONDS SANDAL TALC 100G, Groceries, Baby Products & Other Household items online from Maalgaadi.in, Mumbai's Online grocery store"
PONDS SANDAL TALC 20G PACK OF 12,Personal Care,Deodorant/talc,96,12.5,87.28,94,2,2%,"Buy PONDS SANDAL TALC 20G PACK OF 12, Groceries, Baby Products & Other Household items online from Maalgaadi.in, Mumbai's Online grocery store"
PONDS SANDAL TALC 300G,Personal Care,Deodorant/talc,130,12.5,118.18,127,3,2%,"Buy PONDS SANDAL TALC 300G, Groceries, Baby Products & Other Household items online from Maalgaadi.in, Mumbai's Online grocery store"
PONDS SANDAL TALC 50G,Personal Care,Deodorant/talc,30,12.5,27.27,29.5,0.5,2%,"Buy PONDS SANDAL TALC 50G, Groceries, Baby Products & Other Household items online from Maalgaadi.in, Mumbai's Online grocery store"
PREMIUM EAU DE COLOGNE REGULAR 100ML,Personal Care,Deodorant/talc,80,12.5,79.95,80,0,0%,"Buy PREMIUM EAU DE COLOGNE REGULAR 100ML, Groceries, Baby Products & Other Household items online from Maalgaadi.in, Mumbai's Online grocery store"
RAYMOND ELEGANZA DEO 150ML,Personal Care,Deodorant/talc,195,12.5,169.56,190,5,3%,"Buy RAYMOND ELEGANZA DEO 150ML, Groceries, Baby Products & Other Household items online from Maalgaadi.in, Mumbai's Online grocery store"
RAYMOND MONDAIN DEO 150ML,Personal Care,Deodorant/talc,195,12.5,169.56,190,5,3%,"Buy RAYMOND MONDAIN DEO 150ML, Groceries, Baby Products & Other Household items online from Maalgaadi.in, Mumbai's Online grocery store"
RAYMOND NOUVA DEO 150ML,Personal Care,Deodorant/talc,195,12.5,169.56,190,5,3%,"Buy RAYMOND NOUVA DEO 150ML, Groceries, Baby Products & Other Household items online from Maalgaadi.in, Mumbai's Online grocery store"
REEBOK REECHARGE DEO 150ML,Personal Care,Deodorant/talc,185,12.5,160.88,180,5,3%,"Buy REEBOK REECHARGE DEO 150ML, Groceries, Baby Products & Other Household items online from Maalgaadi.in, Mumbai's Online grocery store"
SANTOOR TALC 150G 1+1,Personal Care,Deodorant/talc,89,12.5,77.39,86,3,3%,"Buy SANTOOR TALC 150G 1+1, Groceries, Baby Products & Other Household items online from Maalgaadi.in, Mumbai's Online grocery store"
SECRET TEMPTATION DEO ROMANCE 150ML,Personal Care,Deodorant/talc,160,12.5,139.13,155,5,3%,"Buy SECRET TEMPTATION DEO ROMANCE 150ML, Groceries, Baby Products & Other Household items online from Maalgaadi.in, Mumbai's Online grocery store"
SET WET COOL DEO SPRAY 150+50ML,Personal Care,Deodorant/talc,150,12.5,143.48,148,2,1%,"Buy SET WET COOL DEO SPRAY 150+50ML, Groceries, Baby Products & Other Household items online from Maalgaadi.in, Mumbai's Online grocery store"
SET WET MACHO DEO SPRAY 150+50ML,Personal Care,Deodorant/talc,150,12.5,130.43,145,5,3%,"Buy SET WET MACHO DEO SPRAY 150+50ML, Groceries, Baby Products & Other Household items online from Maalgaadi.in, Mumbai's Online grocery store"
SET WET SEXY DEO SPRAY 150+50ML,Personal Care,Deodorant/talc,150,12.5,143.48,148,2,1%,"Buy SET WET SEXY DEO SPRAY 150+50ML, Groceries, Baby Products & Other Household items online from Maalgaadi.in, Mumbai's Online grocery store"
SPINZ DEO ENCHANTE 150ML,Personal Care,Deodorant/talc,170,12.5,154.54,167,3,2%,"Buy SPINZ DEO ENCHANTE 150ML, Groceries, Baby Products & Other Household items online from Maalgaadi.in, Mumbai's Online grocery store"
SURE FREE SPIRIT ROLL ON 25ML,Personal Care,Deodorant/talc,45,12.5,39.13,44,1,2%,"Buy SURE FREE SPIRIT ROLL ON 25ML, Groceries, Baby Products & Other Household items online from Maalgaadi.in, Mumbai's Online grocery store"
SURE WOMAN PASSION ROLL ON 25ML,Personal Care,Deodorant/talc,45,12.5,39.13,44,1,2%,"Buy SURE WOMAN PASSION ROLL ON 25ML, Groceries, Baby Products & Other Household items online from Maalgaadi.in, Mumbai's Online grocery store"
SURE WOMEN ROLL ON PASSION 40ML,Personal Care,Deodorant/talc,70,12.5,58.33,67,3,4%,"Buy SURE WOMEN ROLL ON PASSION 40ML, Groceries, Baby Products & Other Household items online from Maalgaadi.in, Mumbai's Online grocery store"
UDV POUR ELLE DEO 125ML,Personal Care,Deodorant/talc,199,12.5,180.91,195,4,2%,"Buy UDV POUR ELLE DEO 125ML, Groceries, Baby Products & Other Household items online from Maalgaadi.in, Mumbai's Online grocery store"
WILDSTONE DEO AQUA FRESH 150M,Personal Care,Deodorant/talc,160,12.5,139.13,155,5,3%,"Buy WILDSTONE DEO AQUA FRESH 150M, Groceries, Baby Products & Other Household items online from Maalgaadi.in, Mumbai's Online grocery store"
WILDSTONE DEO FOREST SPICE 150ML,Personal Care,Deodorant/talc,160,12.5,139.13,155,5,3%,"Buy WILDSTONE DEO FOREST SPICE 150ML, Groceries, Baby Products & Other Household items online from Maalgaadi.in, Mumbai's Online grocery store"
WILDSTONE DEO HYDRA ENERGY 150ML,Personal Care,Deodorant/talc,160,12.5,139.13,155,5,3%,"Buy WILDSTONE DEO HYDRA ENERGY 150ML, Groceries, Baby Products & Other Household items online from Maalgaadi.in, Mumbai's Online grocery store"
WILDSTONE DEO RED 150ML,Personal Care,Deodorant/talc,175,12.5,152.18,170,5,3%,"Buy WILDSTONE DEO RED 150ML, Groceries, Baby Products & Other Household items online from Maalgaadi.in, Mumbai's Online grocery store"
WILDSTONE ULTRA SENSUAL DEO 150M,Personal Care,Deodorant/talc,160,12.5,139.13,155,5,3%,"Buy WILDSTONE ULTRA SENSUAL DEO 150M, Groceries, Baby Products & Other Household items online from Maalgaadi.in, Mumbai's Online grocery store"
YARDLEY DEO ENGLISH LAVENDER 150ML,Personal Care,Deodorant/talc,170,12.5,132.83,161,9,5%,"Buy YARDLEY DEO ENGLISH LAVENDER 150ML, Groceries, Baby Products & Other Household items online from Maalgaadi.in, Mumbai's Online grocery store"
YARDLEY DEO ENGLISH ROSE 150ML,Personal Care,Deodorant/talc,170,12.5,132.83,161,9,5%,"Buy YARDLEY DEO ENGLISH ROSE 150ML, Groceries, Baby Products & Other Household items online from Maalgaadi.in, Mumbai's Online grocery store"
YARDLEY DEO LACE 150ML,Personal Care,Deodorant/talc,170,12.5,132.83,161,9,5%,"Buy YARDLEY DEO LACE 150ML, Groceries, Baby Products & Other Household items online from Maalgaadi.in, Mumbai's Online grocery store"
YARDLEY DEO LACE SATIN 150ML,Personal Care,Deodorant/talc,170,12.5,132.83,161,9,5%,"Buy YARDLEY DEO LACE SATIN 150ML, Groceries, Baby Products & Other Household items online from Maalgaadi.in, Mumbai's Online grocery store"
YARDLEY DEO MEN GENTLEMAN 150ML,Personal Care,Deodorant/talc,180,12.5,141.53,171,9,5%,"Buy YARDLEY DEO MEN GENTLEMAN 150ML, Groceries, Baby Products & Other Household items online from Maalgaadi.in, Mumbai's Online grocery store"
YARDLEY DEO MEN GOLD 150ML,Personal Care,Deodorant/talc,170,12.5,132.83,161,9,5%,"Buy YARDLEY DEO MEN GOLD 150ML, Groceries, Baby Products & Other Household items online from Maalgaadi.in, Mumbai's Online grocery store"
YARDLEY DEO MEN GOLD ELEGANCE 150ML,Personal Care,Deodorant/talc,170,12.5,132.83,161,9,5%,"Buy YARDLEY DEO MEN GOLD ELEGANCE 150ML, Groceries, Baby Products & Other Household items online from Maalgaadi.in, Mumbai's Online grocery store"
YARDLEY DEO MEN GOLD LEGEND 150ML,Personal Care,Deodorant/talc,170,12.5,132.83,161,9,5%,"Buy YARDLEY DEO MEN GOLD LEGEND 150ML, Groceries, Baby Products & Other Household items online from Maalgaadi.in, Mumbai's Online grocery store"
YARDLEY TALC ENGLISH LAVENDER 250G,Personal Care,Deodorant/talc,125,12.5,108.7,121,4,3%,"Buy YARDLEY TALC ENGLISH LAVENDER 250G, Groceries, Baby Products & Other Household items online from Maalgaadi.in, Mumbai's Online grocery store"
YARDLEY TALC ENG ROSE 250G,Personal Care,Deodorant/talc,125,12.5,108.7,121,4,3%,"Buy YARDLEY TALC ENG ROSE 250G, Groceries, Baby Products & Other Household items online from Maalgaadi.in, Mumbai's Online grocery store"
YARDLEY TALC GENTLEMAN 100G,Personal Care,Deodorant/talc,65,12.5,59.1,64,1,2%,"Buy YARDLEY TALC GENTLEMAN 100G, Groceries, Baby Products & Other Household items online from Maalgaadi.in, Mumbai's Online grocery store"
YARDLEY TALC GOLD 250G,Personal Care,Deodorant/talc,90,12.5,78.27,87,3,3%,"Buy YARDLEY TALC GOLD 250G, Groceries, Baby Products & Other Household items online from Maalgaadi.in, Mumbai's Online grocery store"
ZATAK WOODY DEO SPRAY 200ML,Personal Care,Deodorant/talc,150,12.5,130.43,145,5,3%,"Buy ZATAK WOODY DEO SPRAY 200ML, Groceries, Baby Products & Other Household items online from Maalgaadi.in, Mumbai's Online grocery store"
JOHNSON EAR BUDS 150S,Personal care,Ear care,65,12.5,55.88,63,2,3%,"Buy JOHNSON EAR BUDS 150S, Groceries, Baby Products & Other Household items online from Maalgaadi.in, Mumbai's Online grocery store"
JOHNSON EAR BUDS 60S,Personal Care,Ear care,30,12.5,25.79,29,1,3%,"Buy JOHNSON EAR BUDS 60S, Groceries, Baby Products & Other Household items online from Maalgaadi.in, Mumbai's Online grocery store"
CLEAN & CLEAR DAILY SCRUB 80GM,Personal Care,Face Wash,99,12.5,86.09,96,3,3%,"Buy CLEAN & CLEAR DAILY SCRUB 80GM, Groceries, Baby Products & Other Household items online from Maalgaadi.in, Mumbai's Online grocery store"
CLEAN & CLEAR FACE WASH 100ML,Personal Care,Face Wash,80,12.5,71.43,78,2,3%,"Buy CLEAN & CLEAR FACE WASH 100ML, Groceries, Baby Products & Other Household items online from Maalgaadi.in, Mumbai's Online grocery store"
CLEAN & CLEAR FOAMING FACEWASH UPGRDE 150ML,Personal Care,Face Wash,99,12.5,88.39,96,3,3%,"Buy CLEAN & CLEAR FOAMING FACEWASH UPGRDE 150ML, Groceries, Baby Products & Other Household items online from Maalgaadi.in, Mumbai's Online grocery store"
CLEAN & CLEAR MORNING FACEWASH APPLE 50ML,Personal Care,Face Wash,50,12.5,44.64,49,1,2%,"Buy CLEAN & CLEAR MORNING FACEWASH APPLE 50ML, Groceries, Baby Products & Other Household items online from Maalgaadi.in, Mumbai's Online grocery store"
CLEAN & CLEAR MORNING FACEWASH APPLE 100ML,Personal Care,Face Wash,95,12.5,84.83,92,3,3%,"Buy CLEAN & CLEAR MORNING FACEWASH APPLE 100ML, Groceries, Baby Products & Other Household items online from Maalgaadi.in, Mumbai's Online grocery store"
CLEAN & CLEAR MORNING FACEWASH BERRY 100ML,Personal Care,Face Wash,95,12.5,84.83,92,3,3%,"Buy CLEAN & CLEAR MORNING FACEWASH BERRY 100ML, Groceries, Baby Products & Other Household items online from Maalgaadi.in, Mumbai's Online grocery store"
CLEAN & CLEAR MORNING FACEWASH BERRY 50ML,Personal Care,Face Wash,50,12.5,44.64,49,1,2%,"Buy CLEAN & CLEAR MORNING FACEWASH BERRY 50ML, Groceries, Baby Products & Other Household items online from Maalgaadi.in, Mumbai's Online grocery store"
CLEAN & CLEAR MORNING FACEWASH LEMON 100ML,Personal Care,Face Wash,95,12.5,84.83,92,3,3%,"Buy CLEAN & CLEAR MORNING FACEWASH LEMON 100ML, Groceries, Baby Products & Other Household items online from Maalgaadi.in, Mumbai's Online grocery store"
CLEAN & CLEAR MORNING FACEWASH LEMON 50ML,Personal Care,Face Wash,50,12.5,44.64,49,1,2%,"Buy CLEAN & CLEAR MORNING FACEWASH LEMON 50ML, Groceries, Baby Products & Other Household items online from Maalgaadi.in, Mumbai's Online grocery store"
DOVE BEAUTY MOISTURE FACEWASH 50 ML,Personal Care,Face Wash,90,12.5,78.95,87,3,3%,"Buy DOVE BEAUTY MOISTURE FACEWASH 50 ML, Groceries, Baby Products & Other Household items online from Maalgaadi.in, Mumbai's Online grocery store"
DOVE DEEP PURE FACE WASH 50ML,Personal Care,Face Wash,85,12.5,74.57,82,3,4%,"Buy DOVE DEEP PURE FACE WASH 50ML, Groceries, Baby Products & Other Household items online from Maalgaadi.in, Mumbai's Online grocery store"
DOVE DEEP PURE FACE WASH 100 ML,Personal Care,Face Wash,139,12.5,121.93,135,4,3%,"Buy DOVE DEEP PURE FACE WASH 100 ML, Groceries, Baby Products & Other Household items online from Maalgaadi.in, Mumbai's Online grocery store"
EVERYUTH FRUIT FACE WASH 100G,Personal Care,Face Wash,65,12.5,59.1,64,1,2%,"Buy EVERYUTH FRUIT FACE WASH 100G, Groceries, Baby Products & Other Household items online from Maalgaadi.in, Mumbai's Online grocery store"
EVERYUTH LEMON FACE WASH 100GM,Personal Care,Face Wash,65,12.5,57.52,63,2,3%,"Buy EVERYUTH LEMON FACE WASH 100GM, Groceries, Baby Products & Other Household items online from Maalgaadi.in, Mumbai's Online grocery store"
FAIR & LOVELY FACE WASH 20G,Personal Care,Face Wash,25,12.5,20.91,24,1,4%,"Buy FAIR & LOVELY FACE WASH 20G, Groceries, Baby Products & Other Household items online from Maalgaadi.in, Mumbai's Online grocery store"
FAIR & LOVELY FACE WASH 50G,Personal Care,Face Wash,49,12.5,40.98,47,2,4%,"Buy FAIR & LOVELY FACE WASH 50G, Groceries, Baby Products & Other Household items online from Maalgaadi.in, Mumbai's Online grocery store"
FAIR & LOVELY MULTI VITAMIN FACEWASH 100G,Personal Care,Face Wash,95,12.5,84.86,92,3,3%,"Buy FAIR & LOVELY MULTI VITAMIN FACEWASH 100G, Groceries, Baby Products & Other Household items online from Maalgaadi.in, Mumbai's Online grocery store"
GARNIER FACEWASH PURE EXFOLIATING 100ML,Personal Care,Face Wash,135,12.5,120.53,132,3,2%,"Buy GARNIER FACEWASH PURE EXFOLIATING 100ML, Groceries, Baby Products & Other Household items online from Maalgaadi.in, Mumbai's Online grocery store"
GARNIER MEN INTENSE FRESH FACEWASH 100G,Personal Care,Face Wash,145,12.5,129.47,142,3,2%,"Buy GARNIER MEN INTENSE FRESH FACEWASH 100G, Groceries, Baby Products & Other Household items online from Maalgaadi.in, Mumbai's Online grocery store"
GARNIER MEN INTENSE FRESH FACEWASH 50G,Personal Care,Face Wash,85,12.5,75.89,83,2,2%,"Buy GARNIER MEN INTENSE FRESH FACEWASH 50G, Groceries, Baby Products & Other Household items online from Maalgaadi.in, Mumbai's Online grocery store"
GARNIER MEN INTENSE FRESHNESS FACE WASH 100G,Personal Care,Face Wash,150,12.5,133.93,146,4,3%,"Buy GARNIER MEN INTENSE FRESHNESS FACE WASH 100G, Groceries, Baby Products & Other Household items online from Maalgaadi.in, Mumbai's Online grocery store"
GARNIER MEN OIL CLEAR FACEWASH 100G,Personal Care,Face Wash,160,12.5,142.85,156,4,3%,"Buy GARNIER MEN OIL CLEAR FACEWASH 100G, Groceries, Baby Products & Other Household items online from Maalgaadi.in, Mumbai's Online grocery store"
GARNIER MEN POWER LIGHT FACEWASH 50G,Personal Care,Face Wash,85,12.5,75.89,83,2,2%,"Buy GARNIER MEN POWER LIGHT FACEWASH 50G, Groceries, Baby Products & Other Household items online from Maalgaadi.in, Mumbai's Online grocery store"
